resultado_id,simulado_id,aluno_id,ano,status_realizacao,nota,acertos,tempo_finalizacao_min,inicio_simulado,dispositivo,tentativas,unidade_aplicacao,nota_valida
R00017114,S20250133,A00589,2025,Finalizado,29.7,19.0,64.0,2025-08-08 10:45:00,Desktop,,Sul,True
R00017115,S20250133,A00429,2025,Finalizado,53.4,31.0,80.0,2025-10-19 12:00:00,Desktop,2.0,Não informado,True
R00017116,S20250133,A00226,2025,Ausente,,,,2025-10-21 10:15:00,Celular,1.0,Online,False
R00017117,S20250133,A00387,2025,Finalizado,51.4,32.0,71.0,2025-06-26 14:15:00,Tablet,2.0,Centro,True
R00017118,S20250133,A00286,2025,Finalizado,86.8,51.0,46.0,2025-07-12 09:00:00,Tablet,1.0,Centro,True
R00017119,S20250133,A00645,2025,Finalizado,61.5,38.0,69.0,2025-09-12 19:30:00,Não informado,1.0,Online,True
R00017120,S20250133,A00163,2025,Finalizado,42.5,22.0,55.0,2025-10-12 17:15:00,Não informado,1.0,Online,True
R00017121,S20250133,A00337,2025,Finalizado,58.8,32.0,82.0,2025-06-05 09:30:00,Tablet,1.0,Online,True
R00017122,S20250133,A00649,2025,Finalizado,29.2,18.0,48.0,2025-09-28 09:30:00,Não informado,1.0,Não informado,True
R00017123,S20250133,A00002,2025,Finalizado,38.6,21.0,49.0,2025-08-14 13:30:00,Celular,1.0,Não informado,True
R00017124,S20250133,A00166,2025,Finalizado,52.7,34.0,60.0,2025-06-24 08:45:00,Papel,,Aldeota,True
R00017125,S20250133,A00300,2025,Finalizado,68.3,39.0,81.0,2025-08-25 14:15:00,Tablet,2.0,Online,True
R00017126,S20250133,A00447,2025,Finalizado,88.7,52.0,59.0,2025-07-15 11:45:00,Não informado,1.0,Online,True
R00017127,S20250133,A00164,2025,Finalizado,54.2,30.0,71.0,2025-08-11 18:30:00,Desktop,,Online,True
R00017128,S20250133,A00768,2025,Finalizado,82.7,51.0,83.0,2025-05-11 15:30:00,Desktop,,Não informado,True
R00017129,S20250133,A00519,2025,Finalizado,24.8,18.0,64.0,2025-05-10 12:45:00,Papel,2.0,Centro,True
R00017130,S20250133,A00587,2025,Finalizado,73.2,41.0,57.0,2025-09-05 18:00:00,Não informado,,Online,True
R00017131,S20250133,A00047,2025,Ausente,,,,2025-11-23 17:15:00,Tablet,1.0,Online,False
R00017132,S20250133,A00424,2025,Incompleto,84.4,53.0,42.0,2025-06-19 00:00:00,Desktop,1.0,Online,True
R00017133,S20250133,A00271,2025,Finalizado,63.1,39.0,74.0,2025-08-26 18:30:00,Papel,,Aldeota,True
R00017134,S20250133,A00435,2025,Finalizado,64.7,40.0,60.0,2025-06-06 19:30:00,Papel,,Sul,True
R00017135,S20250133,A00320,2025,Finalizado,77.2,46.0,77.0,2025-08-22 16:00:00,Tablet,1.0,Aldeota,True
R00017136,S20250133,A00201,2025,Finalizado,50.0,30.0,59.0,2025-05-14 08:30:00,Tablet,1.0,Centro,True
R00017137,S20250133,A00782,2025,Incompleto,42.7,26.0,62.0,2025-08-22 17:00:00,Não informado,1.0,Centro,True
R00017138,S20250133,A00641,2025,Finalizado,51.9,31.0,56.0,2025-06-04 17:15:00,Papel,3.0,Online,True
R00017139,S20250133,A00694,2025,Finalizado,78.8,46.0,56.0,2025-09-19 14:15:00,Desktop,1.0,Aldeota,True
R00017140,S20250133,A00588,2025,Finalizado,72.5,42.0,40.0,2025-05-01 09:00:00,Desktop,,Sul,True
R00017141,S20250133,A00209,2025,Finalizado,69.4,43.0,57.0,2025-07-09 00:00:00,Desktop,1.0,Não informado,True
R00017142,S20250133,A00573,2025,Finalizado,20.6,12.0,89.0,2025-04-28 13:30:00,Não informado,2.0,Aldeota,True
R00017143,S20250133,A00146,2025,Finalizado,44.4,30.0,71.0,2025-11-02 11:45:00,Tablet,,Aldeota,True
R00017144,S20250133,A00701,2025,Incompleto,82.6,52.0,71.0,2025-11-23 18:15:00,Desktop,2.0,Centro,True
R00017145,S20250133,A00655,2025,Finalizado,64.3,39.0,58.0,2025-07-26 13:15:00,Celular,1.0,Aldeota,True
R00017146,S20250133,A00693,2025,Finalizado,84.3,51.0,76.0,2025-06-02 12:45:00,Celular,1.0,Aldeota,True
R00017147,S20250133,A00760,2025,Finalizado,59.3,36.0,74.0,2025-07-12 18:30:00,Celular,1.0,Online,True
R00017148,S20250133,A00780,2025,Finalizado,94.6,55.0,40.0,2025-07-12 08:00:00,Celular,1.0,Online,True
R00017149,S20250133,A00329,2025,Finalizado,89.0,50.0,45.0,2025-07-10 17:00:00,Tablet,1.0,Online,True
R00017150,S20250133,A00087,2025,Finalizado,71.5,44.0,38.0,2025-05-22 14:45:00,Não informado,2.0,Sul,True
R00017151,S20250133,A00632,2025,Finalizado,80.6,47.0,67.0,2025-11-11 14:45:00,Não informado,1.0,Sul,True
R00017152,S20250133,A00635,2025,Finalizado,35.4,21.0,86.0,2025-10-24 08:15:00,Papel,,Aldeota,True
R00017153,S20250133,A00267,2025,Finalizado,56.2,34.0,72.0,2025-06-02 17:30:00,Não informado,2.0,Não informado,True
R00017154,S20250133,A00503,2025,Finalizado,77.4,48.0,31.0,2025-04-23 19:30:00,Desktop,1.0,Aldeota,True
R00017155,S20250133,A00439,2025,Finalizado,85.7,48.0,82.0,2025-06-08 18:00:00,Celular,,Online,True
R00017156,S20250133,A00127,2025,Finalizado,26.5,22.0,76.0,2025-08-18 16:15:00,Desktop,3.0,Sul,True
R00017157,S20250133,A00797,2025,Finalizado,81.9,50.0,55.0,2025-04-28 12:45:00,Não informado,3.0,Não informado,True
R00017158,S20250133,A00419,2025,Finalizado,87.8,53.0,69.0,2025-07-10 18:30:00,Desktop,2.0,Online,True
R00017159,S20250133,A00703,2025,Finalizado,70.7,40.0,52.0,2025-07-10 13:30:00,Celular,,Não informado,True
R00017160,S20250133,A00360,2025,Finalizado,57.8,38.0,92.0,2025-05-10 12:45:00,Papel,1.0,Aldeota,True
R00017161,S20250133,A00374,2025,Finalizado,59.7,36.0,75.0,2025-07-11 16:15:00,Papel,3.0,Centro,True
R00017162,S20250133,A00081,2025,Finalizado,73.5,43.0,91.0,2025-09-13 14:15:00,Celular,2.0,Não informado,True
R00017163,S20250133,A00470,2025,Finalizado,32.8,20.0,53.0,2025-11-13 08:15:00,Tablet,1.0,Online,True
R00017164,S20250133,A00021,2025,Finalizado,57.8,37.0,59.0,2025-09-22 12:00:00,Papel,3.0,Online,True
R00017165,S20250133,A00448,2025,Finalizado,55.0,34.0,58.0,2025-08-10 12:00:00,Não informado,3.0,Centro,True
R00017166,S20250133,A00168,2025,Finalizado,55.0,34.0,64.0,2025-10-21 08:15:00,Tablet,3.0,Sul,True
R00017167,S20250133,A00723,2025,Finalizado,39.4,22.0,44.0,2025-07-20 11:45:00,Desktop,1.0,Online,True
R00017168,S20250133,A00084,2025,Finalizado,64.3,38.0,76.0,2025-04-11 18:00:00,Papel,3.0,Sul,True
R00017169,S20250133,A00389,2025,Finalizado,33.5,18.0,18.0,2025-10-19 12:00:00,Não informado,3.0,Não informado,True
R00017170,S20250133,A00467,2025,Finalizado,43.5,26.0,78.0,2025-08-01 10:00:00,Papel,2.0,Online,True
R00017171,S20250133,A00402,2025,Finalizado,49.2,30.0,75.0,2025-08-01 09:30:00,Papel,1.0,Sul,True
R00017172,S20250133,A00644,2025,Finalizado,68.4,42.0,73.0,2025-06-22 14:30:00,Papel,2.0,Sul,True
R00017173,S20250133,A00198,2025,Finalizado,85.4,53.0,54.0,2025-09-13 13:45:00,Desktop,1.0,Online,True
R00017174,S20250133,A00152,2025,Finalizado,53.6,32.0,91.0,2025-10-07 14:30:00,Papel,,Centro,True
R00017175,S20250133,A00584,2025,Finalizado,35.8,22.0,48.0,2025-09-17 15:30:00,Desktop,1.0,Online,True
R00017176,S20250133,A00493,2025,Finalizado,48.9,29.0,63.0,2025-09-10 08:15:00,Desktop,1.0,Centro,True
R00017177,S20250133,A00096,2025,Incompleto,81.7,47.0,101.0,2025-04-20 10:15:00,Desktop,3.0,Online,True
R00017178,S20250133,A00758,2025,Finalizado,82.7,48.0,61.0,2025-06-26 08:45:00,Não informado,3.0,Centro,True
R00017179,S20250133,A00612,2025,Finalizado,62.5,34.0,63.0,2025-11-23 00:00:00,Desktop,2.0,Online,True
R00017180,S20250133,A00743,2025,Finalizado,63.4,36.0,77.0,2025-07-18 19:15:00,Celular,,Sul,True
R00017181,S20250133,A00511,2025,Finalizado,66.7,40.0,78.0,2025-06-19 08:30:00,Desktop,1.0,Aldeota,True
R00017182,S20250133,A00466,2025,Finalizado,45.5,28.0,69.0,2025-10-13 09:45:00,Não informado,3.0,Online,True
R00017183,S20250133,A00049,2025,Finalizado,53.9,33.0,78.0,2025-11-23 14:00:00,Não informado,1.0,Online,True
R00017184,S20250133,A00213,2025,Finalizado,80.8,48.0,80.0,2025-08-12 10:30:00,Desktop,3.0,Online,True
R00017185,S20250133,A00136,2025,Finalizado,84.7,50.0,84.0,2025-05-20 18:15:00,Tablet,3.0,Aldeota,True
R00017186,S20250133,A00469,2025,Finalizado,58.5,36.0,46.0,2025-07-09 08:30:00,Tablet,1.0,Não informado,True
R00017187,S20250133,A00455,2025,Finalizado,58.4,38.0,78.0,2025-04-07 16:30:00,Tablet,1.0,Online,True
R00017188,S20250133,A00751,2025,Finalizado,68.2,40.0,39.0,2025-07-07 17:00:00,Desktop,2.0,Online,True
R00017189,S20250133,A00079,2025,Finalizado,72.7,44.0,55.0,2025-06-04 17:00:00,Desktop,,Sul,True
R00017190,S20250133,A00437,2025,Finalizado,60.2,37.0,75.0,2025-10-25 18:45:00,Papel,1.0,Aldeota,True
R00017191,S20250133,A00063,2025,Finalizado,,60.0,81.0,2025-04-22 00:00:00,Tablet,1.0,Não informado,False
R00017192,S20250133,A00219,2025,Finalizado,85.1,49.0,65.0,2025-07-19 14:30:00,Tablet,3.0,Centro,True
R00017193,S20250133,A00416,2025,Finalizado,73.4,41.0,56.0,2025-07-20 16:45:00,Tablet,3.0,Aldeota,True
R00017194,S20250133,A00160,2025,Finalizado,26.7,15.0,101.0,2025-04-27 11:00:00,Desktop,1.0,Não informado,True
R00017195,S20250133,A00570,2025,Finalizado,91.0,54.0,77.0,2025-06-06 15:30:00,Não informado,2.0,Online,True
R00017196,S20250133,A00133,2025,Ausente,,,,2025-10-08 14:45:00,Desktop,1.0,Sul,False
R00017197,S20250133,A00385,2025,Finalizado,63.1,34.0,64.0,2025-09-25 15:15:00,Celular,1.0,Online,True
R00017198,S20250133,A00473,2025,Ausente,,,,2025-10-13 19:45:00,Desktop,1.0,Online,False
R00017199,S20250133,A00051,2025,Finalizado,80.2,49.0,51.0,2025-07-27 15:15:00,Desktop,1.0,Centro,True
R00017200,S20250133,A00479,2025,Ausente,,,,2025-07-25 14:00:00,Celular,1.0,Online,False
R00017201,S20250133,A00472,2025,Finalizado,52.5,33.0,61.0,2025-11-23 12:00:00,Não informado,3.0,Não informado,True
R00017202,S20250133,A00068,2025,Finalizado,57.7,36.0,68.0,2025-04-16 09:45:00,Celular,,Sul,True
R00017203,S20250133,A00626,2025,Finalizado,68.9,42.0,63.0,2025-06-26 18:45:00,Desktop,1.0,Aldeota,True
R00017204,S20250133,A00259,2025,Finalizado,47.2,29.0,73.0,2025-08-13 00:00:00,Não informado,,Centro,True
R00017205,S20250133,A00317,2025,Finalizado,92.2,59.0,47.0,2025-04-20 15:30:00,Celular,1.0,Não informado,True
R00017206,S20250133,A00728,2025,Finalizado,48.5,30.0,65.0,2025-05-10 19:15:00,Papel,1.0,Online,True
R00017207,S20250133,A00055,2025,Finalizado,68.9,42.0,28.0,2025-11-25 18:30:00,Desktop,,Aldeota,True
R00017208,S20250133,A00706,2025,Finalizado,60.3,38.0,56.0,2025-04-19 19:00:00,Desktop,1.0,Online,True
R00017209,S20250133,A00639,2025,Incompleto,59.1,36.0,49.0,2025-05-08 19:45:00,Papel,1.0,Centro,True
R00017210,S20250133,A00715,2025,Finalizado,73.2,40.0,52.0,2025-07-24 12:45:00,Celular,1.0,Aldeota,True
R00017211,S20250133,A00407,2025,Finalizado,69.4,43.0,70.0,2025-10-27 16:00:00,Não informado,1.0,Aldeota,True
R00017212,S20250133,A00463,2025,Finalizado,93.1,55.0,59.0,2025-10-16 13:15:00,Não informado,2.0,Online,True
R00017213,S20250133,A00504,2025,Finalizado,48.0,27.0,85.0,2025-10-23 08:30:00,Papel,3.0,Online,True
R00017214,S20250133,A00194,2025,Finalizado,59.8,37.0,70.0,2025-11-17 19:30:00,Desktop,1.0,Online,True
R00017215,S20250133,A00380,2025,Finalizado,,60.0,58.0,2025-04-19 16:15:00,Tablet,,Sul,False
R00017216,S20250133,A00496,2025,Finalizado,41.9,27.0,57.0,2025-11-03 13:30:00,Tablet,1.0,Centro,True
R00017217,S20250133,A00263,2025,Finalizado,83.6,52.0,57.0,2025-05-07 18:45:00,Tablet,1.0,Sul,True
R00017218,S20250133,A00138,2025,Finalizado,41.5,23.0,68.0,2025-11-25 11:00:00,Não informado,3.0,Online,True
R00017219,S20250133,A00778,2025,Finalizado,49.9,29.0,49.0,2025-08-17 00:00:00,Papel,3.0,Online,True
R00017220,S20250133,A00341,2025,Finalizado,60.3,39.0,68.0,2025-05-04 08:30:00,Papel,1.0,Online,True
R00017221,S20250133,A00170,2025,Finalizado,47.0,33.0,72.0,2025-05-03 17:30:00,Tablet,,Aldeota,True
R00017222,S20250133,A00532,2025,Finalizado,75.6,46.0,60.0,2025-10-04 13:30:00,Desktop,1.0,Não informado,True
R00017223,S20250133,A00700,2025,Finalizado,57.5,38.0,62.0,2025-10-03 13:15:00,Desktop,3.0,Sul,True
R00017224,S20250133,A00321,2025,Finalizado,56.0,36.0,52.0,2025-11-06 13:30:00,Não informado,,Sul,True
R00017225,S20250133,A00800,2025,Finalizado,21.8,11.0,91.0,2025-07-25 13:45:00,Desktop,3.0,Aldeota,True
R00017226,S20250133,A00516,2025,Ausente,,,,2025-08-22 19:15:00,Desktop,,Online,False
R00017227,S20250133,A00546,2025,Finalizado,56.5,37.0,35.0,2025-08-17 14:15:00,Papel,1.0,Sul,True
R00017228,S20250133,A00030,2025,Ausente,,,,2025-09-27 17:30:00,Desktop,2.0,Aldeota,False
R00017229,S20250133,A00423,2025,Finalizado,64.7,39.0,27.0,2025-05-26 12:15:00,Papel,2.0,Centro,True
R00017230,S20250133,A00514,2025,Finalizado,48.5,30.0,46.0,2025-11-25 15:00:00,Desktop,3.0,Online,True
R00017231,S20250133,A00008,2025,Finalizado,30.8,19.0,67.0,2025-09-01 11:45:00,Desktop,2.0,Sul,True
R00017232,S20250133,A00624,2025,Finalizado,46.8,29.0,83.0,2025-09-10 09:15:00,Celular,1.0,Sul,True
R00017233,S20250133,A00533,2025,Finalizado,68.4,41.0,63.0,2025-11-10 19:30:00,Não informado,1.0,Centro,True
R00017234,S20250133,A00792,2025,Finalizado,73.6,43.0,70.0,2025-11-21 13:45:00,Celular,1.0,Não informado,True
R00017235,S20250133,A00459,2025,Finalizado,64.6,38.0,56.0,2025-10-06 19:00:00,Celular,,Online,True
R00017236,S20250134,A00485,2025,Ausente,,,,2025-08-23 15:30:00,Celular,2.0,Não informado,False
R00017237,S20250134,A00778,2025,Finalizado,59.7,11.0,32.0,2025-09-14 10:45:00,Não informado,1.0,Online,True
R00017238,S20250134,A00290,2025,Finalizado,71.1,12.0,76.0,2025-06-12 00:00:00,Tablet,,Online,True
R00017239,S20250134,A00238,2025,Finalizado,74.6,14.0,38.0,2025-10-06 15:00:00,Papel,1.0,Online,True
R00017240,S20250134,A00063,2025,Finalizado,54.6,10.0,97.0,2025-09-20 00:00:00,Celular,3.0,Online,True
R00017241,S20250134,A00706,2025,Finalizado,,20.0,45.0,2025-08-02 10:15:00,Papel,3.0,Não informado,False
R00017242,S20250134,A00321,2025,Incompleto,81.1,14.0,29.0,2025-08-01 14:30:00,Celular,1.0,Online,True
R00017243,S20250134,A00512,2025,Finalizado,38.0,5.0,43.0,2025-07-17 12:15:00,Celular,1.0,Online,True
R00017244,S20250134,A00371,2025,Finalizado,71.8,12.0,88.0,2025-04-17 11:15:00,Não informado,2.0,Centro,True
R00017245,S20250134,A00341,2025,Finalizado,90.3,18.0,97.0,2025-04-25 19:00:00,Desktop,2.0,Aldeota,True
R00017246,S20250134,A00265,2025,Finalizado,41.3,9.0,55.0,2025-06-07 18:30:00,Desktop,1.0,Online,True
R00017247,S20250134,A00649,2025,Incompleto,,18.0,82.0,2025-09-01 11:15:00,Desktop,,Aldeota,False
R00017248,S20250134,A00331,2025,Finalizado,56.7,11.0,78.0,2025-09-12 15:15:00,Celular,,Não informado,True
R00017249,S20250134,A00173,2025,Finalizado,52.6,10.0,64.0,2025-07-17 08:00:00,Tablet,3.0,Aldeota,True
R00017250,S20250134,A00612,2025,Finalizado,75.6,15.0,73.0,2025-07-01 09:30:00,Desktop,2.0,Centro,True
R00017251,S20250134,A00511,2025,Finalizado,60.5,10.0,41.0,2025-11-15 08:30:00,Celular,1.0,Online,True
R00017252,S20250134,A00469,2025,Incompleto,56.5,11.0,99.0,2025-10-26 08:45:00,Desktop,1.0,Centro,True
R00017253,S20250134,A00792,2025,Incompleto,61.6,14.0,71.0,2025-09-02 19:45:00,Papel,2.0,Online,True
R00017254,S20250134,A00209,2025,Finalizado,60.0,11.0,80.0,2025-08-12 14:00:00,Desktop,3.0,Centro,True
R00017255,S20250134,A00160,2025,Finalizado,40.7,9.0,69.0,2025-10-07 11:00:00,Papel,2.0,Online,True
R00017256,S20250134,A00312,2025,Finalizado,55.8,11.0,71.0,2025-11-10 18:30:00,Tablet,2.0,Sul,True
R00017257,S20250134,A00800,2025,Ausente,,,,2025-10-25 18:30:00,Tablet,1.0,Centro,False
R00017258,S20250134,A00146,2025,Finalizado,40.4,11.0,65.0,2025-04-09 13:15:00,Não informado,2.0,Aldeota,True
R00017259,S20250134,A00061,2025,Finalizado,89.8,17.0,63.0,2025-08-12 19:30:00,Tablet,2.0,Não informado,True
R00017260,S20250134,A00429,2025,Finalizado,81.0,16.0,68.0,2025-08-24 11:45:00,Celular,2.0,Aldeota,True
R00017261,S20250134,A00684,2025,Ausente,,,,2025-11-04 14:15:00,Desktop,,Não informado,False
R00017262,S20250134,A00564,2025,Finalizado,46.2,8.0,51.0,2025-07-23 12:15:00,Desktop,,Centro,True
R00017263,S20250134,A00797,2025,Finalizado,65.6,12.0,32.0,2025-08-06 17:00:00,Não informado,1.0,Online,True
R00017264,S20250134,A00782,2025,Finalizado,48.5,13.0,78.0,2025-07-16 09:30:00,Desktop,,Sul,True
R00017265,S20250134,A00693,2025,Finalizado,60.6,8.0,60.0,2025-10-26 13:00:00,Papel,3.0,Online,True
R00017266,S20250134,A00479,2025,Finalizado,51.3,13.0,65.0,2025-07-05 00:00:00,Celular,1.0,Sul,True
R00017267,S20250134,A00202,2025,Ausente,,,,2025-05-05 11:45:00,Tablet,3.0,Centro,False
R00017268,S20250134,A00247,2025,Ausente,,,,2025-09-18 09:00:00,Desktop,,Aldeota,False
R00017269,S20250134,A00407,2025,Finalizado,74.5,15.0,63.0,2025-09-21 18:30:00,Desktop,,Online,True
R00017270,S20250134,A00587,2025,Finalizado,83.8,15.0,51.0,2025-08-06 19:00:00,Desktop,1.0,Aldeota,True
R00017271,S20250134,A00702,2025,Finalizado,58.2,10.0,54.0,2025-07-20 00:00:00,Celular,,Centro,True
R00017272,S20250134,A00700,2025,Finalizado,62.1,12.0,40.0,2025-07-17 12:00:00,Desktop,2.0,Online,True
R00017273,S20250134,A00673,2025,Finalizado,65.5,10.0,75.0,2025-05-21 18:45:00,Papel,3.0,Aldeota,True
R00017274,S20250134,A00545,2025,Finalizado,24.2,4.0,60.0,2025-06-15 09:15:00,Celular,3.0,Centro,True
R00017275,S20250134,A00261,2025,Finalizado,33.8,6.0,50.0,2025-04-16 17:15:00,Celular,,Online,True
R00017276,S20250134,A00694,2025,Incompleto,46.3,10.0,54.0,2025-10-21 09:30:00,Desktop,1.0,Online,True
R00017277,S20250134,A00380,2025,Finalizado,33.5,5.0,94.0,2025-07-11 17:30:00,Papel,2.0,Online,True
R00017278,S20250134,A00149,2025,Finalizado,31.9,6.0,66.0,2025-10-11 19:30:00,Papel,1.0,Online,True
R00017279,S20250134,A00082,2025,Finalizado,51.6,10.0,95.0,2025-11-22 12:00:00,Não informado,1.0,Online,True
R00017280,S20250134,A00021,2025,Finalizado,78.1,14.0,66.0,2025-10-26 16:45:00,Papel,2.0,Não informado,True
R00017281,S20250134,A00390,2025,Finalizado,46.2,13.0,69.0,2025-07-24 00:00:00,Não informado,1.0,Centro,True
R00017282,S20250134,A00065,2025,Finalizado,96.7,19.0,69.0,2025-05-05 12:00:00,Desktop,3.0,Online,True
R00017283,S20250134,A00581,2025,Finalizado,39.5,7.0,41.0,2025-04-17 19:30:00,Tablet,1.0,Online,True
R00017284,S20250134,A00008,2025,Finalizado,73.1,19.0,22.0,2025-06-27 10:15:00,Desktop,2.0,Online,True
R00017285,S20250134,A00274,2025,Ausente,,,,2025-07-16 19:00:00,Papel,1.0,Aldeota,False
R00017286,S20250134,A00163,2025,Finalizado,71.0,15.0,47.0,2025-07-01 19:15:00,Celular,,Online,True
R00017287,S20250134,A00335,2025,Finalizado,66.2,11.0,94.0,2025-11-01 18:45:00,Papel,,Centro,True
R00017288,S20250134,A00367,2025,Finalizado,82.8,15.0,79.0,2025-07-11 09:15:00,Tablet,,Sul,True
R00017289,S20250134,A00532,2025,Finalizado,69.7,11.0,84.0,2025-04-12 15:30:00,Desktop,1.0,Online,True
R00017290,S20250134,A00129,2025,Ausente,,,,2025-08-20 17:30:00,Desktop,,Centro,False
R00017291,S20250134,A00263,2025,Incompleto,76.0,14.0,64.0,2025-04-18 18:45:00,Não informado,1.0,Centro,True
R00017292,S20250134,A00109,2025,Finalizado,61.0,12.0,65.0,2025-04-02 13:15:00,Celular,2.0,Online,True
R00017293,S20250134,A00315,2025,Finalizado,55.1,11.0,46.0,2025-05-03 19:30:00,Desktop,2.0,Não informado,True
R00017294,S20250134,A00470,2025,Não informado,92.3,18.0,105.0,2025-09-10 09:00:00,Desktop,1.0,Online,True
R00017295,S20250134,A00424,2025,Finalizado,52.2,12.0,59.0,2025-08-15 00:00:00,Desktop,3.0,Online,True
R00017296,S20250134,A00760,2025,Finalizado,74.3,17.0,86.0,2025-07-23 17:30:00,Papel,1.0,Sul,True
R00017297,S20250134,A00437,2025,Ausente,,,,2025-05-21 17:00:00,Celular,3.0,Não informado,False
R00017298,S20250134,A00252,2025,Finalizado,70.2,15.0,81.0,2025-04-19 16:00:00,Tablet,1.0,Sul,True
R00017299,S20250134,A00723,2025,Finalizado,78.8,15.0,33.0,2025-09-13 17:30:00,Tablet,1.0,Não informado,True
R00017300,S20250134,A00055,2025,Finalizado,76.4,13.0,52.0,2025-05-08 00:00:00,Desktop,1.0,Centro,True
R00017301,S20250134,A00213,2025,Finalizado,67.7,13.0,89.0,2025-08-10 11:30:00,Celular,1.0,Online,True
R00017302,S20250134,A00440,2025,Finalizado,63.1,13.0,48.0,2025-08-21 15:45:00,Papel,1.0,Não informado,True
R00017303,S20250134,A00505,2025,Finalizado,64.0,14.0,79.0,2025-05-21 08:45:00,Desktop,2.0,Online,True
R00017304,S20250134,A00100,2025,Finalizado,17.1,4.0,59.0,2025-07-21 18:15:00,Desktop,1.0,Aldeota,True
R00017305,S20250134,A00300,2025,Finalizado,64.4,13.0,54.0,2025-09-06 08:15:00,Desktop,1.0,Sul,True
R00017306,S20250134,A00079,2025,Finalizado,73.1,12.0,70.0,2025-09-23 16:45:00,Celular,2.0,Sul,True
R00017307,S20250134,A00761,2025,Ausente,,,,2025-08-21 00:00:00,Desktop,1.0,Não informado,False
R00017308,S20250134,A00516,2025,Finalizado,33.7,8.0,78.0,2025-10-01 08:45:00,Tablet,3.0,Não informado,True
R00017309,S20250134,A00639,2025,Finalizado,44.0,6.0,47.0,2025-10-08 17:00:00,Desktop,1.0,Não informado,True
R00017310,S20250134,A00198,2025,Finalizado,69.9,12.0,76.0,2025-09-26 00:00:00,Tablet,,Aldeota,True
R00017311,S20250134,A00738,2025,Finalizado,64.4,17.0,82.0,2025-06-16 13:30:00,Desktop,3.0,Aldeota,True
R00017312,S20250134,A00389,2025,Finalizado,63.0,8.0,66.0,2025-10-12 10:30:00,Não informado,3.0,Sul,True
R00017313,S20250134,A00493,2025,Incompleto,62.0,13.0,86.0,2025-06-03 10:00:00,Papel,2.0,Não informado,True
R00017314,S20250134,A00568,2025,Finalizado,,20.0,67.0,2025-09-20 17:45:00,Celular,1.0,Online,False
R00017315,S20250134,A00615,2025,Finalizado,74.7,16.0,96.0,2025-09-23 16:30:00,Desktop,2.0,Não informado,True
R00017316,S20250134,A00641,2025,Finalizado,34.8,9.0,31.0,2025-09-04 16:00:00,Celular,1.0,Centro,True
R00017317,S20250134,A00030,2025,Incompleto,31.7,10.0,74.0,2025-07-25 12:30:00,Não informado,,Sul,True
R00017318,S20250134,A00051,2025,Finalizado,91.1,19.0,83.0,2025-07-19 19:45:00,Desktop,1.0,Sul,True
R00017319,S20250134,A00450,2025,Finalizado,23.8,6.0,63.0,2025-11-03 13:00:00,Desktop,1.0,Não informado,True
R00017320,S20250134,A00540,2025,Finalizado,76.0,13.0,63.0,2025-06-23 09:45:00,Tablet,3.0,Aldeota,True
R00017321,S20250134,A00002,2025,Finalizado,40.0,9.0,48.0,2025-10-18 11:15:00,Tablet,,Aldeota,True
R00017322,S20250134,A00385,2025,Finalizado,92.1,19.0,64.0,2025-04-13 13:30:00,Celular,,Online,True
R00017323,S20250134,A00744,2025,Finalizado,66.2,13.0,68.0,2025-09-04 17:15:00,Tablet,1.0,Online,True
R00017324,S20250134,A00402,2025,Finalizado,57.1,12.0,57.0,2025-07-26 00:00:00,Desktop,2.0,Não informado,True
R00017325,S20250134,A00271,2025,Finalizado,44.8,9.0,42.0,2025-08-15 08:15:00,Não informado,1.0,Não informado,True
R00017326,S20250134,A00320,2025,Finalizado,47.2,8.0,75.0,2025-04-02 00:00:00,Tablet,3.0,Centro,True
R00017327,S20250134,A00799,2025,Finalizado,58.5,7.0,77.0,2025-09-02 00:00:00,Não informado,3.0,Online,True
R00017328,S20250134,A00504,2025,Ausente,,,,2025-11-13 19:45:00,Desktop,1.0,Online,False
R00017329,S20250134,A00496,2025,Finalizado,52.6,12.0,999.0,2025-05-25 13:45:00,Desktop,1.0,Centro,True
R00017330,S20250134,A00194,2025,Finalizado,35.1,8.0,59.0,2025-06-13 18:15:00,Tablet,2.0,Não informado,True
R00017331,S20250134,A00666,2025,Incompleto,71.0,14.0,57.0,2025-08-04 10:00:00,Papel,3.0,Aldeota,True
R00017332,S20250134,A00570,2025,Finalizado,56.6,13.0,49.0,2025-08-09 19:30:00,Celular,1.0,Online,True
R00017333,S20250134,A00152,2025,Finalizado,47.1,9.0,51.0,2025-10-01 15:15:00,Papel,2.0,Não informado,True
R00017334,S20250134,A00130,2025,Finalizado,49.9,10.0,66.0,2025-11-07 17:00:00,Desktop,3.0,Online,True
R00017335,S20250134,A00327,2025,Finalizado,92.7,19.0,49.0,2025-07-24 09:00:00,Desktop,1.0,Aldeota,True
R00017336,S20250134,A00656,2025,Finalizado,40.4,5.0,88.0,2025-11-14 08:30:00,Celular,3.0,Online,True
R00017337,S20250134,A00705,2025,Finalizado,70.7,14.0,42.0,2025-05-13 16:30:00,Tablet,1.0,Centro,True
R00017338,S20250134,A00170,2025,Finalizado,94.7,20.0,61.0,2025-09-19 08:00:00,Celular,1.0,Sul,True
R00017339,S20250134,A00425,2025,Finalizado,55.7,9.0,76.0,2025-08-06 16:00:00,Celular,,Online,True
